Ensembl_Danio	Mouse_homology_percentage	MGI_Symbol	Ensembl_Mouse	EntrezGeneID_Mouse	EntrezGeneID_Danio	Zfin_Symbol	Description	num_orthologues	unique_ortho_check	baseMean	log2FoldChange	lfcSE	pvalue	padj	SRR3143894	SRR3143897	SRR3143899	SRR3143916	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR5809472	SRR5809473	SRR5809474	SRR5809475	SRR6910771	SRR6910772	SRR6910773	SRR6910774	SRR6910775	SRR6910776	SRR8867570	SRR8867571	SRR8867572	SRR11033311	SRR11033312	SRR11033313	SRR11294120	SRR11294121	SRR11294122	SRR11294126	SRR11294127	SRR11294128	SRR12554271	SRR12554272	SRR12554273	SRR12554274	SRR12554275	SRR12554276
ENSDARG00000000002	NA	NA	NA	NA	368419	ccdc80	coiled-coil domain containing 80 [Source:NCBI gene;Acc:368419]	1	1	601.785858255368	1.66747147866016	0.203818362363191	2.28413905110975e-17	3.71664109282042e-16	768.682344433825	975.55550398576	196.754690074587	623.547908032661	317.70628824428	365.418497370496	162.549833880113	486.87731245957	473.567441159055	696.998217834446	700.340993547241	456.924784122145	724.904048534114	555.61277458273	633.298305600967	257.230776512183	375.147079618876	244.640037272169	1035.02384405267	1103.77344788126	936.989579199728	376.881443277502	372.357539261828	297.76714567648	1113.5616236312	1325.1408267626	1175.74419884009	204.932686770303	454.338547589604	190.901065454911	338.98050779944	301.452776542681	319.473384470925	1217.21572525689	947.604655275466	936.395062184441
ENSDARG00000000142	56.5957	Tmem267	ENSMUSG00000074634	633640	368645	tmem267	transmembrane protein 267 [Source:NCBI gene;Acc:368645]	1	1	14.1458721500703	1.15570211821905	0.327522577810424	3.1826279786568e-05	0.00012109714573675	14.0398601723073	13.3637740272022	8.53272890629587	6.0246174689146	4.67215129771	16.1214042957572	20.974172113563	24.0433240720775	20.2957474782452	6.39447906270134	30.4496084150974	16.0324485656893	17.3133884904306	14.7028450098494	13.1614562288709	0.905742170817545	14.7760337705465	5.64553932166543	22.9179426869831	32.2912444858879	17.7348185337488	15.4882784908562	2.40230670491502	8.88857151273073	16.6422396498729	7.55209437744644	8.95236699624437	12.8082929231439	6.76099029151197	8.92702824069729	10.4762187840887	6.79713137638513	11.9849335323208	17.4457618280062	32.0176402433434	21.7142158766064
ENSDARG00000000241	67.0818	Slc40a1	ENSMUSG00000025993	53945	58153	slc40a1	solute carrier family 40 member 1 [Source:NCBI gene;Acc:58153]	1	1	629.799133567583	-1.58714384865517	0.129935773091585	1.91070550854706e-35	1.38836639014801e-33	978.642071556057	1030.49546387537	1182.03391613687	869.051069890931	317.70628824428	655.603774694125	388.022184100915	378.682354135221	696.820663419753	633.053427207433	375.545170452868	713.443961173174	688.771759510607	533.9454240419	602.330173297741	355.956673131295	492.534459018217	495.86653708628	142.462886973138	184.940763873722	103.453108113535	851.855316997092	1028.18726970363	1103.96058188116	757.711381705976	1215.88719476888	1255.81814808428	1019.68243104807	840.391093234938	1021.80138631981	445.613448994628	437.395404070383	437.824603102593	137.821518441249	147.457389010627	151.999511136245
ENSDARG00000000324	62.2735	Dcaf8	ENSMUSG00000026554	98193	100007924	dcaf8	DDB1 and CUL4 associated factor 8 [Source:ZFIN;Acc:ZDB-GENE-070912-578]	4	1	122.020660951599	-1.06723676167649	0.14972878775748	8.20928719995511e-14	9.40307123021459e-13	108.489828604193	88.7206109028146	151.079494164415	77.315924184404	196.23035450382	166.587844389491	146.819204794941	144.259944432465	155.600730666547	153.467497504832	91.3488252452922	112.227139959825	126.463011582275	168.695800639325	154.066458208548	129.521130426909	132.984303934919	143.961252702468	71.8508473429741	77.7925435341844	61.0865971718014	147.138645663134	90.0865014343131	158.216572926607	69.5058244200573	82.0660922349179	78.0845343561315	156.545802393981	118.317330101459	175.793786893731	149.660268344124	166.869575290255	136.703148103034	61.8078419049362	64.3290203054331	79.049504988994
ENSDARG00000000472	NA	NA	NA	NA	30726	cntn2	contactin 2 [Source:ZFIN;Acc:ZDB-GENE-990630-12]	1	1	3.40200960004698	2.61635855891919	1.17216650626425	0.000436147819159502	0.00134250848439194	8.29628101090886	19.3032291504032	4.01540183825688	5.52256601317171	0	0	0	0	0	0	0	0	4.51653612793841	0	3.87101653790322	0	3.28356306012145	0	22.2985388305782	24.2184333644159	11.8232123558325	2.58137974847604	0	0	4.4052987308487	2.51736479248215	0.994707444027152	0.711571829063552	0.676099029151197	0.686694480053638	0	0.339856568819257	0	0.74767550691455	1.17495927498508	0.487959907339469
ENSDARG00000000551	71.7602	Slc1a4	ENSMUSG00000020142	55963	368885	slc1a4	solute carrier family 1 member 4 [Source:ZFIN;Acc:ZDB-GENE-030616-566]	1	1	40.1768763411852	1.02928773873684	0.309777709247892	8.99237441272403e-05	0.000314800797718547	57.1167038827956	36.750378574806	13.551981204117	86.8549018435188	46.7215129771	42.9904114553524	20.974172113563	18.0324930540581	33.8262457970754	31.9723953135067	10.1498694716991	16.0324485656893	25.5937047249843	15.4766789577362	23.2260992274193	30.7952338077965	21.3431598907894	19.759387625829	83.6195206146682	38.1623798469584	60.1013294754821	34.8486266044265	57.6553609179604	24.8880002356461	101.811348446281	86.0938759028894	62.6665689737106	27.039729504415	33.1288524284086	21.2875288816628	26.1905469602216	25.8290992302635	27.7151587934918	64.3000935946513	65.2102397616719	54.6515096220205
ENSDARG00000000606	70.6702	Dnah6	ENSMUSG00000052861	330355	100148193	dnah6	dynein, axonemal, heavy chain 6 [Source:ZFIN;Acc:ZDB-GENE-030616-623]	1	1	4.41056796600939	1.49276263327786	0.520113765263326	0.000246160582241006	0.000794851528713772	5.74357916139844	7.05310295880116	4.01540183825688	4.51846310168595	0	0	0	6.01083101801938	0	12.7889581254027	10.1498694716991	16.0324485656893	3.01102408529227	4.64300368732087	6.19362646064515	3.62296868327018	0	0.940923220277571	3.7164231384297	3.66945960066908	6.89687387423565	3.87206962271406	3.60346005737252	4.44428575636537	7.83164218817546	5.53820254346072	8.95236699624437	2.84628731625421	4.73269320405838	0.686694480053638	0	1.35942627527703	2.24717503731014	6.23062922428792	3.52487782495524	3.90367925871575
ENSDARG00000000656	63.7615	Psmb9	ENSMUSG00000096727	16912	30665	psmb9a	proteasome 20S subunit beta 9a [Source:ZFIN;Acc:ZDB-GENE-990415-140]	1	1	58.797990486133	1.70739369915205	0.496440434621018	3.36858908849612e-05	0.000127442944168096	54.883089764474	38.6064583008063	110.925475781846	23.5964184199155	23.36075648855	64.4856171830287	0	108.194958324349	40.5914949564905	0	0	8.01622428284465	54.9511895565839	40.2393652901142	47.2264017624193	36.2296868327018	4.10445382515181	25.4049269474944	222.365984449377	118.156599141544	54.1897232975658	23.2324177362843	56.4542075655029	83.5525722196689	69.9953020568182	61.4237009365643	110.412526287014	34.1554477950505	49.3552291280374	36.3948074428428	39.2858204403325	31.9465174690101	32.5840380409971	68.5369214671671	164.788038316657	179.081285993585
ENSDARG00000000690	47.4138	Sypl2	ENSMUSG00000027887	17306	799482	sypl2b	synaptophysin-like 2b [Source:ZFIN;Acc:ZDB-GENE-050417-309]	1	1	131.368407982527	1.53660084968685	0.149308708611929	4.96090087055551e-26	1.71398019379133e-24	212.831516702931	210.850656873635	104.400447794679	101.414394060062	46.7215129771	69.8594186149477	68.1660593690797	54.0974791621744	142.070232347717	172.650934692936	101.498694716991	216.438055636806	149.79844824329	114.527424287248	120.77571598258	65.2134362988633	83.730858033097	70.5692415208179	263.246638972103	191.545791154926	116.261588165687	87.7669114481853	106.902648368718	103.107429547676	242.291430196678	216.996845111961	237.237725400476	78.9844730260543	113.584636897401	87.8968934468656	52.006943249583	71.7097360208632	64.0444885633391	145.796723848337	231.760716990807	212.506539646339
ENSDARG00000000767	51.3514	Spi1	ENSMUSG00000002111	20375	30117	spi1b	Spi-1 proto-oncogene b [Source:ZFIN;Acc:ZDB-GENE-980526-164]	1	1	318.956896481942	2.41972543878494	0.24515468790151	1.09132298035258e-23	3.0499329253796e-22	895.998349178157	667.81748541491	272.043474541904	182.244678434667	121.47593374046	102.102227206462	120.601489652987	66.1191411982132	182.661727304207	191.83437188104	263.896606264178	144.292037091204	227.332318439566	155.540623525249	216.77692612258	89.668474910937	98.5068918036435	98.796938129145	883.269899233458	477.02974808698	260.110671828316	165.208303902466	254.644510720992	249.768859507734	1041.60841102734	568.924443100965	897.226114512492	118.832495453613	386.052545645333	100.257394087831	92.7893663733567	109.77367172862	92.8832348754859	270.658533503067	693.519712059943	722.180662862414
