Ensembl_Danio	Mouse_homology_percentage	MGI_Symbol	Ensembl_Mouse	EntrezGeneID_Mouse	EntrezGeneID_Danio	Zfin_Symbol	Description	num_orthologues	unique_ortho_check	baseMean	log2FoldChange	lfcSE	pvalue	padj	SRR3143894	SRR3143897	SRR3143899	SRR3143916	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR5809472	SRR5809473	SRR5809474	SRR5809475	SRR6910771	SRR6910772	SRR6910773	SRR6910774	SRR6910775	SRR6910776	SRR8867570	SRR8867571	SRR8867572	SRR11033311	SRR11033312	SRR11033313	SRR11294120	SRR11294121	SRR11294122	SRR11294126	SRR11294127	SRR11294128	SRR12554271	SRR12554272	SRR12554273	SRR12554274	SRR12554275	SRR12554276
ENSDARG00000000001	53.4091	Slc35a5	ENSMUSG00000022664	74102	368418	slc35a5	solute carrier family 35 member A5 [Source:NCBI gene;Acc:368418]	1	1	158.396303449676	1.05383178089752	0.166587890314891	1.99475749404804e-11	2.81622272783857e-09	250.48386898321	324.442736104853	104.902373024461	249.519573504213	65.41011816794	85.9808229107049	47.1918872555167	108.194958324349	121.774484869471	179.045413755637	182.697650490584	248.502952768184	185.177981245475	133.873272984418	154.840661516129	77.8938266903089	87.8353118582488	80.9193969438711	139.985271547519	157.78676282877	116.261588165687	143.26657604042	201.793763212861	142.217144203692	335.292181181262	380.122083664804	323.777273030838	138.044934838329	164.968163112892	127.725173289977	73.7076821594809	66.9517440573936	82.3964180347053	162.7440353384	124.545683148418	131.993154935326
ENSDARG00000000606	70.6702	Dnah6	ENSMUSG00000052861	330355	100148193	dnah6	dynein, axonemal, heavy chain 6 [Source:ZFIN;Acc:ZDB-GENE-030616-623]	1	1	4.41056796600939	1.35769110053677	0.624064433996623	0.000208102888449883	0.00254219068608115	5.74357916139844	7.05310295880116	4.01540183825688	4.51846310168595	0	0	0	6.01083101801938	0	12.7889581254027	10.1498694716991	16.0324485656893	3.01102408529227	4.64300368732087	6.19362646064515	3.62296868327018	0	0.940923220277571	3.7164231384297	3.66945960066908	6.89687387423565	3.87206962271406	3.60346005737252	4.44428575636537	7.83164218817546	5.53820254346072	8.95236699624437	2.84628731625421	4.73269320405838	0.686694480053638	0	1.35942627527703	2.24717503731014	6.23062922428792	3.52487782495524	3.90367925871575
ENSDARG00000000690	47.4138	Sypl2	ENSMUSG00000027887	17306	799482	sypl2b	synaptophysin-like 2b [Source:ZFIN;Acc:ZDB-GENE-050417-309]	1	1	131.368407982527	1.03095254118104	0.164034931815775	2.37419884523007e-11	3.28576624396445e-09	212.831516702931	210.850656873635	104.400447794679	101.414394060062	46.7215129771	69.8594186149477	68.1660593690797	54.0974791621744	142.070232347717	172.650934692936	101.498694716991	216.438055636806	149.79844824329	114.527424287248	120.77571598258	65.2134362988633	83.730858033097	70.5692415208179	263.246638972103	191.545791154926	116.261588165687	87.7669114481853	106.902648368718	103.107429547676	242.291430196678	216.996845111961	237.237725400476	78.9844730260543	113.584636897401	87.8968934468656	52.006943249583	71.7097360208632	64.0444885633391	145.796723848337	231.760716990807	212.506539646339
ENSDARG00000000804	46.4497	Rassf6	ENSMUSG00000029370	73246	751594	rassf6	Ras association domain family member 6 [Source:ZFIN;Acc:ZDB-GENE-030616-513]	1	1	9.41193799274381	3.44344453003797	0.772803558695277	9.03398361418618e-09	6.50818079821988e-07	8.29628101090886	7.05310295880116	3.01155137869266	2.51025727871442	4.67215129771	0	0	6.01083101801938	6.76524915941508	57.5503115643121	10.1498694716991	16.0324485656893	15.8078764477844	5.41683763520768	13.1614562288709	3.62296868327018	0.820890765030363	0	26.6343658254128	30.8234606456203	0.985267696319378	1.29068987423802	6.00576676228754	1.77771430254615	7.3421645514145	16.6146076303822	9.44972071825795	0.711571829063552	2.70439611660479	0	0	0.339856568819257	0	29.907020276582	24.0866651371941	19.274416339909
ENSDARG00000000943	29.7659	Dzip1	ENSMUSG00000042156	66573	402875	dzip1	DAZ interacting zinc finger protein 1 [Source:NCBI gene;Acc:402875]	1	1	34.6008583595347	1.08916359132996	0.234088933250658	1.41591994250466e-07	6.48917035087758e-06	56.1594406892292	66.4476541908109	25.5981867188876	27.1107786101157	4.67215129771	26.8690071595953	26.2177151419537	24.0433240720775	27.0609966376603	102.311665003221	0	48.0973456970679	42.1543371940918	31.7271918633593	44.9037918396773	18.1148434163509	19.7013783607287	19.759387625829	46.4552892303712	37.4284879268246	30.5432985859007	23.2324177362843	32.4311405163527	20.4437144792807	73.911123150906	61.9271738950608	71.1215822479414	22.0587267009701	31.7766543701063	15.10727856118	11.2245201258093	25.149386092625	14.981166915401	48.8481331184173	35.8362578870449	32.2053538844049
ENSDARG00000001313	NA	NA	NA	NA	368848	g2e3	G2/M-phase specific E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-030616-400]	1	1	22.005112302776	1.77905004330569	0.44188088140488	4.32998434848924e-07	1.66214508676678e-05	25.2079307639154	28.9548437256048	11.0423550552064	6.52666892465748	9.34430259542001	5.37380143191905	0	6.01083101801938	6.76524915941508	19.183437188104	40.5994778867966	16.0324485656893	12.7968523624921	9.28600737464173	17.8066760743548	0.905742170817545	0.820890765030363	8.46830898249814	84.8583283274781	72.6553000932477	45.3223140306914	3.87206962271406	6.00576676228754	14.2217144203692	40.1371662143993	25.6771208833179	32.3279919308825	2.84628731625421	14.1980796121751	2.74677792021455	3.74150670860309	3.39856568819257	2.24717503731014	52.088060315047	83.1283687051943	77.5856252669756
ENSDARG00000001452	39.6204	Adam8	ENSMUSG00000025473	11501	368917	adam8a	ADAM metallopeptidase domain 8a [Source:ZFIN;Acc:ZDB-GENE-030616-622]	1	1	259.64402054119	2.10804193625597	0.378205096718244	9.39911058467633e-11	1.11706039694492e-08	1117.44523462319	691.204089962514	240.422185065631	151.619539634351	74.75442076336	26.8690071595953	31.4612581703445	48.086648144155	54.1219932753206	198.228850943742	71.049086301894	136.275812808359	256.689803271166	134.647106932305	201.292859970967	12.6803903914456	24.6267229509109	13.172925083886	494.28427741115	207.69141339787	165.524972981655	130.35967729804	198.190303155489	240.880287995003	1304.45790196798	647.969697584904	985.755077030908	54.7910308378935	379.967654382973	52.1887804840765	31.428656352266	36.7045094324797	26.2170421019517	234.022433664254	338.094531376957	334.008556573866
ENSDARG00000001733	60.5333	Gulp1	ENSMUSG00000056870	70676	368404	gulp1a	GULP PTB domain containing engulfment adaptor 1a [Source:NCBI gene;Acc:368404]	1	1	110.567425757519	1.1463181548486	0.16904683357518	1.26346866142219e-12	2.45112996069444e-10	121.891513314123	151.827321586825	76.7945601566628	101.414394060062	65.41011816794	59.1118157511096	47.1918872555167	102.184127306329	121.774484869471	198.228850943742	243.596867320779	144.292037091204	177.650421032244	137.742442723852	155.614864823709	63.4019519572282	83.730858033097	78.0966272830384	123.88077128099	143.842816346228	66.0129356533983	78.7320823285192	121.316488598208	57.7757148327498	117.474632822632	198.871818606089	160.645252210385	67.5993237610374	87.2167747605044	72.102920405632	69.9661754508778	71.7097360208632	66.2916636006492	131.341664047989	108.096253298627	107.595159568353
ENSDARG00000001825	38.7038	Cfap43	ENSMUSG00000044948	100048534	568701	cfap43	cilia and flagella associated protein 43 [Source:ZFIN;Acc:ZDB-GENE-080815-3]	1	1	12.0772423772987	1.03557116965661	0.357302125536675	7.04420536348656e-05	0.00108161973741827	19.7834393337058	20.4168769860034	5.52117752760321	7.02872038040036	9.34430259542001	0	5.24354302839075	12.0216620360388	20.2957474782452	25.5779162508054	30.4496084150974	32.0648971313786	18.0661445117536	13.1551771140758	14.7098628440322	9.963163878993	9.02979841533399	7.52738576222057	14.8656925537188	8.80670304160579	0.985267696319378	10.3255189939042	6.00576676228754	6.22200005891151	15.6632843763509	17.1180805888786	18.8994414365159	6.40414646157197	8.78928737896556	8.24033376064365	8.60546542978711	6.45727480756588	4.49435007462029	15.2027353072625	8.22471492489555	9.27123823944991
ENSDARG00000001835	89.2652	Nalcn	ENSMUSG00000000197	338370	548345	nalcn	sodium leak channel, non-selective [Source:ZFIN;Acc:ZDB-GENE-050410-12]	1	1	6.08279188629461	2.77408948566264	0.625645051294316	2.33619798245001e-08	1.46262680829817e-06	12.7635092475521	12.6213421368021	3.01155137869266	5.02051455742883	0	0	0	0	6.76524915941508	31.9723953135067	10.1498694716991	8.01622428284465	12.7968523624921	7.73833947886811	5.41942315306451	0	2.46267229509109	2.82276966083271	6.81344242045444	6.60502728120434	2.95580308895813	6.45344937119009	2.40230670491502	5.33314290763844	9.78955273521933	17.1180805888786	11.4391356063123	0	8.11318834981436	2.06008344016091	0.374150670860309	1.69928284409628	0	6.47985439325944	7.34349546865674	2.43979953669734
