Symbols	Description	SRR5809464	SRR5809465	SRR5809466	SRR5809467	SRR6910774	SRR6910775	SRR6910776	SRR12554271	SRR12554272	SRR12554273	SRR8867570	SRR8867571	SRR8867572	SRR12554274	SRR12554275	SRR12554276
Zfp384	zinc finger protein 384 like [Source:ZFIN;Acc:ZDB-GENE-030616-498]	116.80378244275	370.792298802415	188.767549022067	144.259944432465	163.939332917976	219.177834263107	194.771106597457	190.816842138758	181.823264318302	221.346741175049	65.0374049225197	55.0418940100362	25.6169601043038	60.5617160600786	45.8234117244181	44.8923114752311
Gas2	growth arrest-specific 2a [Source:ZFIN;Acc:ZDB-GENE-091013-1]	4.67215129771	10.7476028638381	15.7306290851722	6.01083101801938	0.905742170817545	8.20890765030362	2.82276966083271	0.374150670860309	4.41813539465034	4.49435007462029	12.388077128099	11.742270722141	15.76428314111	19.6887883487498	8.81219456238809	7.8073585174315
Kifc5b	kinesin family member C1 [Source:ZFIN;Acc:ZDB-GENE-000208-21]	37.37721038168	53.7380143191905	68.1660593690797	36.0649861081163	60.6847254447755	45.9698828417003	27.2867733880496	36.6667657443103	54.0371944422618	44.5689715733178	248.380946418385	259.063847807237	231.537908635054	256.203473702719	231.760716990807	257.886811028909
Prkacb	protein kinase, cAMP-dependent, catalytic, beta a [Source:ZFIN;Acc:ZDB-GENE-040426-1351]	9.34430259542001	10.7476028638381	20.974172113563	6.01083101801938	6.34019519572282	6.5671261202429	7.52738576222057	6.73471207548556	11.2152667710355	5.24340842039033	57.6045586456603	21.2828656838807	6.89687387423565	20.6856890246359	33.780079155821	36.5969930504602
Stt3b	STT3 oligosaccharyltransferase complex catalytic subunit B [Source:ZFIN;Acc:ZDB-GENE-030131-2638]	630.74042519085	537.380143191905	592.520362208155	577.03977772986	447.436632383867	374.326188853845	447.879452852124	523.436788533572	542.750940404353	559.921113463111	1480.99462066423	1486.86503019111	1707.46891772148	1598.53023378331	1475.16136974377	1541.22136733171
Stxbp1	syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106]	18.68860519084	32.2428085915143	5.24354302839075	6.01083101801938	7.24593736654036	9.85068918036435	5.64553932166543	14.2177254926917	4.07827882583108	13.1085210509758	24.156750399793	42.5657313677613	44.337046334372	33.1469474732117	33.4863393370748	40.0127124018365
Adamts18	ADAM metallopeptidase with thrombospondin type 1 motif, 18 [Source:ZFIN;Acc:ZDB-GENE-070815-1]	23.36075648855	0	0	6.01083101801938	25.3607807828913	0	0	9.35376677150773	11.894979908674	9.3632293221256	0.619403856404949	0	0	0	0	0
Psme1	proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]	228.93541358779	451.399320281201	398.509270157697	336.606537009085	278.062846440986	296.341566175961	328.382203876872	359.932945367617	352.431261865569	307.488450938605	999.717824237588	603.99305027013	522.19187904927	436.144045700154	870.057343126451	856.369637380768
Stk25	serine/threonine kinase 25a [Source:ZFIN;Acc:ZDB-GENE-041010-92]	32.70505908397	5.37380143191905	20.974172113563	6.01083101801938	17.2091012455334	18.8804875956983	14.1138483041636	13.8435748218314	20.3913941291554	15.730225261171	36.544827527892	53.5741101697685	33.4991016748588	42.6175038941294	39.3611357120001	42.6964918922035
Tbx3	T-box transcription factor 3a [Source:ZFIN;Acc:ZDB-GENE-070209-80]	18.68860519084	10.7476028638381	5.24354302839075	6.01083101801938	6.34019519572282	18.059596830668	13.172925083886	5.61226006290464	7.8167010828429	12.3594627052058	78.0448859070236	38.8962717670922	36.454904763817	68.7861466361386	52.285687736836	43.184451799543
Shpk	sedoheptulokinase [Source:ZFIN;Acc:ZDB-GENE-060526-357]	4.67215129771	0	10.4870860567815	0	7.24593736654036	0	8.46830898249814	4.86395872118402	4.41813539465034	4.49435007462029	3.09701928202475	2.20167576040145	0	0.996900675886067	2.05617873122389	2.19581958302761
Ubb	si:ch211-202a12.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8486]	2340.74780015271	2090.40875701651	1232.23261167183	2007.61756001847	1719.0986402117	1372.52935913077	1624.03347819909	1839.32469794928	1873.96912046938	1782.75886293271	584.097836589867	608.396401790933	918.26949296966	918.145522491068	558.986875074151	563.837672930756
Rpa3	replication protein A3 [Source:ZFIN;Acc:ZDB-GENE-040426-977]	0	5.37380143191905	41.948344227126	0	25.3607807828913	22.1640506558198	19.759387625829	20.2041362264567	22.0906769732517	20.9736336815613	56.3657509328504	71.1875162529801	105.423643506173	80.4997295777999	74.9036537802988	65.8745874908283
Gdf5	growth differentiation factor 5 [Source:ZFIN;Acc:ZDB-GENE-990415-39]	4.67215129771	0	0	0	0.905742170817545	3.28356306012145	0	2.24490402516185	0.339856568819257	0	5.57463470764454	4.40335152080289	3.94107078527751	5.73217888634489	3.52487782495524	3.65969930504602
Meis1	Meis homeobox 1 a [Source:ZFIN;Acc:ZDB-GENE-020122-3]	37.37721038168	32.2428085915143	20.974172113563	120.216620360388	86.9512483984843	68.1339334975201	47.9870842341561	59.4899566667892	53.6973378734426	56.9284342785236	83.6195206146682	133.568329464354	168.480776070614	162.494810169429	109.858692211105	96.1281017458754
Aqp3	aquaporin 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2826]	18.68860519084	10.7476028638381	5.24354302839075	18.0324930540581	6.34019519572282	5.74623535521254	13.172925083886	10.4762187840887	9.51598392693919	8.61417097635555	63.1791933533048	34.4929202462893	33.4991016748588	47.8512324425312	43.1797533557017	47.820070919268
Cdk20	cyclin-dependent kinase 20 [Source:NCBI gene;Acc:494112]	0	21.4952057276762	5.24354302839075	12.0216620360388	10.8689060498105	7.38801688527326	0.940923220277571	5.61226006290464	4.75799196346959	8.23964180347053	23.5373465433881	12.4761626422749	9.85267696319378	15.2027353072625	14.9807307560598	19.0304363862393
Spag1	sperm associated antigen 1a [Source:NCBI gene;Acc:564953]	135.49238763359	85.9808229107049	167.793376908504	78.1408032342519	112.312029181376	92.760656448431	104.44247745081	111.871050587232	116.230946536186	108.238930963772	209.358503464873	247.321577085096	361.593244549212	166.233187704002	294.621038202509	314.734140233957
Efhc2	EF-hand domain (C-terminal) containing 2 [Source:NCBI gene;Acc:567323]	9.34430259542001	10.7476028638381	10.4870860567815	0	0.905742170817545	0.820890765030363	4.70461610138786	3.74150670860309	3.73842225701182	3.37076255596522	0.619403856404949	1.46778384026763	0.985267696319378	0.996900675886067	0.29373981874627	0.243979953669734
Rhog	ras homolog family member Gb [Source:ZFIN;Acc:ZDB-GENE-030131-8877]	149.50884152672	118.223631502219	183.524005993676	150.270775450484	132.238356939362	131.342522404858	126.083711517195	141.054802914337	152.595599399846	134.830502238609	411.903564509291	366.212068146774	172.421846855891	186.918876728638	398.898673857434	393.295685315612
Fgfr3	fibroblast growth factor receptor 3 [Source:NCBI gene;Acc:58129]	46.7215129771	5.37380143191905	15.7306290851722	30.0541550900969	9.963163878993	25.4476137159412	12.2320018636084	15.3401775052727	20.0515375603361	22.8462795459865	47.0746930867762	52.1063263295009	49.2633848159689	37.134550176756	57.5730044742689	51.2357902706442
Foxf2	forkhead box P1a [Source:ZFIN;Acc:ZDB-GENE-060929-624]	112.13163114504	145.092638661814	246.446522334365	144.259944432465	192.01734021332	172.387060656376	154.311408125522	170.986856583161	161.771726757966	161.04754434056	71.8508473429741	88.8009223361917	83.7477541871471	90.9671866746036	75.7848732365376	73.9259259619296
Rsad2	radical S-adenosyl methionine domain containing 2 [Source:NCBI gene;Acc:570456]	0	26.8690071595953	131.088575709769	6.01083101801938	7.24593736654036	58.2832443171557	47.9870842341561	40.0341217820531	37.7240791389375	39.7000923258125	830.001167582632	237.780982123356	244.346388687206	34.6422984870408	587.479637492539	684.851729950945
Ocln	occludin a [Source:ZFIN;Acc:ZDB-GENE-040426-2685]	0	0	10.4870860567815	0	0	0.820890765030363	2.82276966083271	0	0	1.87264586442512	0.619403856404949	31.5573525657541	0.985267696319378	0.249225168971517	26.4365836871643	33.4252536527536
Cdh17	cadherin 17, LI cadherin (liver-intestine) [Source:ZFIN;Acc:ZDB-GENE-030910-3]	51.39366427481	0	20.974172113563	0	0.905742170817545	0	0	0	0.339856568819257	0	0	0	0	0.249225168971517	0	0
Cyth3	cytohesin 1a [Source:ZFIN;Acc:ZDB-GENE-030131-657]	93.4430259542001	91.3546243426239	20.974172113563	42.0758171261356	39.852655515972	52.5370089619432	57.3963164369319	50.884491237002	60.1546126810084	54.6812592412135	16.7239041229336	24.9523252845497	12.8084800521519	22.181040038465	17.0369094872836	16.1026769422025
Ahcy	adenosylhomocysteinase [Source:ZFIN;Acc:ZDB-GENE-031219-6]	401.80501160306	612.613363238772	697.39122277597	703.267229108267	669.343464234166	554.922157160525	534.444389117661	609.491442831444	615.480246131674	572.655105341202	1051.1283443192	1113.314042843	1620.76536044538	1242.38746732301	1201.39585867224	1204.04107136014
Tubgcp4	tubulin, gamma complex associated protein 4 [Source:ZFIN;Acc:ZDB-GENE-081022-124]	495.24803755726	327.801887347062	608.250991293327	480.86648144155	553.40846636952	418.654290165485	693.46041334457	498.368693585932	490.413028806187	497.749270764197	138.127059978304	164.391790109975	242.375853294567	185.423525714808	170.07535505409	165.66238854175
Dnase1l1	deoxyribonuclease I-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2170]	79.42657206107	96.728425774543	104.870860567815	120.216620360388	70.6478893237685	120.670942459463	111.969863213031	97.2791744236804	92.7808432876571	111.609693519737	227.940619157021	217.232008359609	201.979877745472	168.476214224745	236.754293909493	242.028114040377
Vsx2	visual system homeobox 2 [Source:NCBI gene;Acc:796163]	4.67215129771	0	0	0	3.62296868327018	0.820890765030363	1.88184644055514	0	0	0	0.619403856404949	0.733891920133816	0	0	0	0
Aph1c	APH1B gamma secretase subunit [Source:NCBI gene;Acc:386808]	135.49238763359	96.728425774543	136.332118738159	90.1624652702907	137.672809964267	125.596287049645	141.138483041636	118.979913333578	128.12592644486	114.231397729932	218.030157454542	265.668875088441	377.357527690322	177.946770645663	324.876239533374	312.53832065093
Hras	HRas proto-oncogene, GTPase b [Source:ZFIN;Acc:ZDB-GENE-050522-466]	88.7708746564901	75.2332200468668	94.3837745110335	60.1083101801938	127.709646085274	77.1637319128541	138.315713380803	84.9322022852902	93.4605564252956	91.3851181839458	43.3582699483465	39.630163687226	41.3812432454139	29.1593447696675	45.2359320869255	47.5760909655982
Col14a1	collagen, type XIV, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9889]	4.67215129771	5.37380143191905	15.7306290851722	6.01083101801938	0.905742170817545	0.820890765030363	6.586462541943	1.87075335430155	1.69928284409628	5.99246676616038	8.67165398966929	7.33891920133816	20.6906216227069	13.4581591244619	10.2808936561194	11.7110377761473
Slc39a10	solute carrier family 39 member 10 [Source:NCBI gene;Acc:393644]	46.7215129771	32.2428085915143	20.974172113563	78.1408032342519	31.7009759786141	90.2979841533399	38.5778520313804	41.9048751363546	46.2204933594189	50.9359675123633	113.970309578511	151.181735547566	73.8950772239534	65.7954446084804	143.34503154818	135.408874286703
Serpina10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10a [Source:ZFIN;Acc:ZDB-GENE-041014-246]	1794.10609832064	1606.7666281438	1756.5869145109	1184.13371054982	1918.36191779156	1865.06381814898	1806.57258293294	1627.55541824234	1673.79360143484	1695.11903647762	516.582816241728	579.774616905714	514.309737478715	274.147685868668	658.564673629137	646.790857178466
Mycl	MYCL proto-oncogene, bHLH transcription factor a [Source:NCBI gene;Acc:405873]	51.39366427481	10.7476028638381	26.2177151419537	24.0433240720775	38.0411711743369	31.1938490711538	33.8732359299926	24.6939442767804	27.8682386431791	34.8312130783072	77.4254820506187	84.3975708153888	101.482572720896	40.8729277113287	104.571375473672	106.863219707344
Abat	4-aminobutyrate aminotransferase [Source:ZFIN;Acc:ZDB-GENE-031006-4]	275.65692656489	462.146923145039	492.89304466873	492.888143477589	326.972923665134	349.699465902934	324.618510995762	393.980656415906	333.399294011691	484.266220540336	74.9478666249989	82.9297869751212	108.379446595132	60.5617160600786	103.102676379941	91.2485026724807
Lrrk2	leucine-rich repeat kinase 2 [Source:ZFIN;Acc:ZDB-GENE-071218-6]	238.27971618321	338.5494902109	429.970528328041	306.552381918988	434.756241992422	341.490558252631	309.563739471321	336.735603774278	347.33341333328	326.214909582856	120.16434814256	121.826058742213	101.482572720896	104.425345799066	115.73348858603	123.697836510555
Stxbp5l	syntaxin binding protein 5-like [Source:NCBI gene;Acc:567605]	14.01645389313	10.7476028638381	10.4870860567815	18.0324930540581	0.905742170817545	9.85068918036435	6.586462541943	7.48301341720618	6.11741823874662	10.1122876678956	3.7164231384297	2.93556768053526	1.97053539263876	1.74457618280062	2.9373981874627	2.68377949036708
Nadk	NAD kinase a [Source:ZFIN;Acc:ZDB-GENE-050417-39]	4.67215129771	26.8690071595953	5.24354302839075	0	10.8689060498105	6.5671261202429	6.586462541943	6.73471207548556	8.15655765166216	7.8651126305855	19.2015195485534	18.3472980033454	18.7200862300682	11.2151326037183	21.1492669497314	23.6660555059642
Gpr27	G protein-coupled receptor 27 [Source:ZFIN;Acc:ZDB-GENE-071022-3]	4.67215129771	0	5.24354302839075	0	10.8689060498105	9.85068918036435	0	6.73471207548556	6.11741823874662	4.49435007462029	2.4776154256198	2.93556768053526	0.985267696319378	2.24302652074365	2.05617873122389	1.70785967568814
Arntl	aryl hydrocarbon receptor nuclear translocator-like 1a [Source:ZFIN;Acc:ZDB-GENE-000509-1]	242.95186748092	128.971234366057	204.498178107239	150.270775450484	210.13218362967	186.342203661892	183.480027954126	170.986856583161	199.155949328084	179.774002984811	56.3657509328504	71.9214081731139	73.8950772239534	57.3217888634489	59.3354433867465	80.0254248036729
Parp9	poly(ADP-ribose) polymerase family member 9 [Source:ZFIN;Acc:ZDB-GENE-081104-179]	74.75442076336	32.2428085915143	41.948344227126	42.0758171261356	33.5124603202492	66.4921519674594	34.8141591502701	44.5239298323768	46.5603499282382	41.1982090173526	113.350905722106	161.456222429439	135.966942092074	64.7985439325944	176.537631066508	196.403862704136
Cfap65	si:ch1073-349o24.2 [Source:ZFIN;Acc:ZDB-GENE-081104-83]	0	0	10.4870860567815	12.0216620360388	0.905742170817545	5.74623535521254	4.70461610138786	4.48980805032371	2.71885255055405	3.74529172885024	1.2388077128099	0.733891920133816	0.985267696319378	0.249225168971517	0	0.975919814678938
Zbtb16	zinc finger and BTB domain containing 16a [Source:NCBI gene;Acc:323269]	247.62401877863	225.6996601406	713.121851861142	90.1624652702907	557.03143505279	491.713568253187	347.200668282424	347.211822558367	350.392122452654	346.814014091532	120.16434814256	107.148220339537	119.217391254645	132.338564723875	108.977472754866	103.691480309637
Actn1	actinin, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-081113-4]	425.16576809161	505.137334600391	540.084931924247	673.21307401817	431.133273309152	432.609433171001	259.69480879661	526.804144571315	505.706574403054	450.933124153569	1798.12939514357	1538.23746460048	1969.55012494244	2400.28760236468	1431.98161638807	1429.47854855097
Zbtb32	myoneurin [Source:NCBI gene;Acc:327167]	79.42657206107	91.3546243426239	57.6789733122982	72.1299722162325	79.705311031944	96.8651102735828	81.8603201641487	86.4288049687314	74.088732002598	73.4077178854647	37.7836352407019	41.8318394476275	35.4696370674976	42.6175038941294	35.2487782495524	36.5969930504602
Myf5	myogenic factor 5 [Source:ZFIN;Acc:ZDB-GENE-000616-6]	0	0	0	0	7.24593736654036	0	0.940923220277571	0.374150670860309	2.03913941291554	0.749058345770048	0	0	0	0	0.58747963749254	0.243979953669734
Ifit1	interferon-induced protein with tetratricopeptide repeats 10 [Source:ZFIN;Acc:ZDB-GENE-121214-248]	0	0	0	0	0	6.5671261202429	1.88184644055514	1.49660268344124	1.01956970645777	1.87264586442512	8.05225013326434	2.93556768053526	0	2.24302652074365	163.613079041672	171.029947522484
Stxbp2	syntaxin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2482]	107.45947984733	102.102227206462	131.088575709769	138.249113414446	109.594802668923	119.029160929403	128.906481178027	119.354064004439	119.629512224378	115.354985248587	413.142372222101	405.842231834	414.797700150458	306.546957834966	456.177938512957	456.486493316073
Il23r	growth hormone receptor b [Source:ZFIN;Acc:ZDB-GENE-071119-4]	560.6581557252	650.229973262206	859.941056656083	1322.38282396426	737.274127045482	846.338378746304	1019.96077078089	825.002229246982	869.692959608478	863.664272672865	235.373465433881	294.29065997366	402.974487794626	308.789984355709	298.145916027464	288.140325283956
Il15	interleukin 15, like [Source:ZFIN;Acc:ZDB-GENE-041111-173]	4.67215129771	0	5.24354302839075	0	9.05742170817545	9.85068918036435	2.82276966083271	8.97961610064742	5.09784853228885	6.74152511193043	14.2462886973138	18.3472980033454	15.76428314111	19.1903380108068	13.2182918435821	16.1026769422025
Sp3	Sp3b transcription factor [Source:ZFIN;Acc:ZDB-GENE-110815-3]	228.93541358779	252.568667300196	167.793376908504	186.335761558601	194.734566725772	235.595649563714	237.112651509948	204.286266289729	212.410355512035	214.230686890234	72.4702511993791	65.3163808919096	91.6298957577021	59.315590215221	73.1412148678212	85.8809436917465
Cks1b	CDC28 protein kinase regulatory subunit 1B [Source:ZFIN;Acc:ZDB-GENE-040801-112]	42.04936167939	10.7476028638381	41.948344227126	36.0649861081163	20.8320699288035	17.2387060656376	16.9366179649963	20.578286897317	25.8290992302635	25.4679837561816	172.813675936981	83.663678895255	92.6151634540215	98.1947165747776	130.126739704597	131.993154935326
Atp6ap2	ATPase H+ transporting accessory protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1960]	233.6075648855	408.408908825848	382.778641072525	288.51988886493	302.51788505306	320.968289126872	321.795741334929	320.272974256425	334.079007149329	322.844147026891	603.918759994826	631.147051315081	914.328422184383	486.985980170344	791.335071702451	776.588192530765
E2f7	E2F transcription factor 7 [Source:NCBI gene;Acc:567941]	9.34430259542001	5.37380143191905	5.24354302839075	6.01083101801938	15.3976169038983	4.92534459018218	5.64553932166543	0.374150670860309	0	0	40.8806545227267	48.4368667288318	12.8084800521519	0.249225168971517	45.2359320869255	33.4252536527536
Cd74	CD74 molecule, major histocompatibility complex, class II invariant chain a [Source:ZFIN;Acc:ZDB-GENE-000901-1]	1541.8099282443	2047.41834556116	3932.65727129306	1436.58861330663	1592.29473629724	2305.88215897029	1720.0076466674	2169.32558964807	2209.06769732517	2049.42363402685	10336.6115556858	8933.66634378894	8489.06647148776	7509.40356628077	10193.3591901331	10107.3575406761
Hlx	H2.0-like homeo box 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5304]	88.7708746564901	53.7380143191905	20.974172113563	48.086648144155	44.3813663700597	38.581865956427	37.6369288111029	47.5171351992593	52.6777681669848	41.5727381902377	139.985271547519	75.590867773783	118.232123558325	100.686968264493	112.796090398568	118.818237437161
Tmem30c	transmembrane protein 30C [Source:ZFIN;Acc:ZDB-GENE-040426-1127]	9.34430259542001	0	5.24354302839075	6.01083101801938	3.62296868327018	3.28356306012145	2.82276966083271	0	0	0.374529172885024	8.67165398966929	20.5489737637468	13.7937477484713	16.6980863210916	14.9807307560598	0.243979953669734
Uts2r	urotensin 2 receptor [Source:NCBI gene;Acc:559133]	359.75564992367	139.718837229895	104.870860567815	276.498226828891	249.984839145642	191.267548252074	230.526188968005	222.993799832744	217.168347475505	211.983511852924	40.2612506663217	38.1623798469584	18.7200862300682	49.5958086253318	24.9678845934329	26.5938149500011
Llgl1	LLGL scribble cell polarity complex component 1 [Source:ZFIN;Acc:ZDB-GENE-060825-69]	37.37721038168	37.6166100234334	62.922516340689	48.086648144155	26.2665229537088	39.4027567214574	22.5821572866617	46.7688338575386	35.0052265883834	30.711392176572	115.828521147726	126.96330218315	99.5120373282572	94.7055642091764	137.763974992001	108.327099429362
Cdc6	cell division cycle 6 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050506-131]	56.06581557252	21.4952057276762	5.24354302839075	42.0758171261356	26.2665229537088	15.5969245355769	20.7003108461066	24.6939442767804	21.4109638356132	26.2170421019517	39.0224429535118	49.9046505690995	76.8508803129115	55.0787623427052	54.6356062868062	47.0881310582588
Adam9	ADAM metallopeptidase domain 9 [Source:ZFIN;Acc:ZDB-GENE-040912-127]	252.29617007634	198.830652981005	267.420694447928	192.34659257662	199.26327757986	263.505935574746	122.320018636084	194.1841981765	209.351646392662	249.436429141426	880.792283807838	709.6734867694	368.490118423447	552.03374927191	765.485967652779	715.349224159662
Smpdl3b	sphingomyelin phosphodiesterase acid like 3B [Source:ZFIN;Acc:ZDB-GENE-041008-132]	4.67215129771	5.37380143191905	20.974172113563	18.0324930540581	6.34019519572282	4.92534459018218	11.2910786433309	5.23810939204433	7.13698794520439	8.98870014924057	3.7164231384297	0	0	1.4953510138291	1.76243891247762	0.975919814678938
Dpyd	dihydropyrimidine dehydrogenase b [Source:NCBI gene;Acc:405829]	0	0	0	0	4.52871085408773	2.46267229509109	15.0547715244411	0.748301341720618	0.339856568819257	0.374529172885024	0	0	0.985267696319378	0.74767550691455	0.29373981874627	0.731939861009203
Kcnh3	potassium voltage-gated channel, subfamily H (eag-related), member 6b [Source:ZFIN;Acc:ZDB-GENE-121214-55]	4.67215129771	5.37380143191905	5.24354302839075	12.0216620360388	0	0.820890765030363	0	0	3.05870911937331	0	0	0.733891920133816	0	0	0	0
