N_unmapped	1510240	1510240	1510240
N_multimapping	1938773	1938773	1938773
N_noFeature	4535052	18350122	18901329
N_ambiguous	603130	111393	102251
ENSDARG00000102141	521	264	257
ENSDARG00000102123	51	23	28
ENSDARG00000114503	206	109	97
ENSDARG00000115971	26	19	7
ENSDARG00000098311	172	86	86
ENSDARG00000104839	0	0	0
ENSDARG00000100143	591	293	299
ENSDARG00000102474	906	461	445
ENSDARG00000104049	1444	781	663
ENSDARG00000102226	53	27	26
ENSDARG00000103095	2999	1527	1472
ENSDARG00000102128	953	488	466
ENSDARG00000110470	34	15	19
ENSDARG00000100422	10	3	7
ENSDARG00000104632	76	38	38
ENSDARG00000100660	2457	1226	1231
ENSDARG00000113107	190	96	94
ENSDARG00000099787	35	24	11
ENSDARG00000112451	10	3	7
ENSDARG00000070546	20	10	10
ENSDARG00000045914	2753	1352	1401
ENSDARG00000045913	378	159	219
ENSDARG00000045911	376	199	177
ENSDARG00000045910	757	366	391
ENSDARG00000045909	184	89	95
ENSDARG00000025073	27833	13857	13976
ENSDARG00000084828	2	0	2
ENSDARG00000095951	4	2	2
ENSDARG00000093924	2	1	1
ENSDARG00000108269	0	0	0
ENSDARG00000084451	0	0	0
ENSDARG00000031737	3	2	1
ENSDARG00000099652	1288	671	617
ENSDARG00000101047	737	503	481
ENSDARG00000102104	0	94	153
ENSDARG00000099833	315	154	161
ENSDARG00000103870	43	17	26
ENSDARG00000096118	718	389	331
ENSDARG00000045900	247	136	113
ENSDARG00000016968	2412	1204	1208
ENSDARG00000102878	933	462	471
ENSDARG00000059311	67	39	28
ENSDARG00000017386	377	199	178
ENSDARG00000045898	52	26	27
ENSDARG00000006060	1028	521	507
ENSDARG00000113105	0	0	0
ENSDARG00000103050	0	0	0
ENSDARG00000070535	29	13	16
ENSDARG00000013789	3	3	0
ENSDARG00000063686	361	174	187
ENSDARG00000087962	516	302	276
ENSDARG00000099313	2742	1422	1382
ENSDARG00000103102	11	4	7
ENSDARG00000104018	5620	2816	2805
ENSDARG00000102157	0	0	0
ENSDARG00000098612	0	0	0
ENSDARG00000100898	0	0	0
ENSDARG00000102340	44	19	25
ENSDARG00000111388	236	138	98
ENSDARG00000025601	5	3	2
ENSDARG00000063672	389	189	201
ENSDARG00000018149	2429	1221	1209
ENSDARG00000095920	0	0	0
ENSDARG00000045886	7301	3792	3509
ENSDARG00000045885	1252	674	578
ENSDARG00000007413	983	477	506
ENSDARG00000097341	18	9	9
ENSDARG00000045880	91	47	44
ENSDARG00000009657	714	363	351
ENSDARG00000093658	672	326	347
ENSDARG00000026839	296	151	146
ENSDARG00000016979	457	432	451
ENSDARG00000070477	641	559	508
ENSDARG00000045878	113	49	64
ENSDARG00000045877	1138	624	514
ENSDARG00000079391	299	165	134
ENSDARG00000015921	639	320	319
ENSDARG00000099520	0	0	0
ENSDARG00000061544	53	28	25
ENSDARG00000020812	4	4	0
ENSDARG00000094007	1	1	0
ENSDARG00000093685	0	0	0
ENSDARG00000059196	44	20	24
ENSDARG00000009262	29	13	16
ENSDARG00000018618	1875	914	961
ENSDARG00000045874	393	275	200
ENSDARG00000057468	7	48	41
ENSDARG00000045873	42	19	23
ENSDARG00000079143	33	18	15
ENSDARG00000057714	42	27	15
ENSDARG00000045224	184	88	96
ENSDARG00000011246	381	174	207
ENSDARG00000053709	7	4	3
ENSDARG00000099129	50	23	27
ENSDARG00000101813	7614	4342	3272
ENSDARG00000039724	3	0	3
ENSDARG00000070441	16	9	7
ENSDARG00000011961	172	77	95
ENSDARG00000008986	131	73	58
ENSDARG00000008235	327	166	161
ENSDARG00000107595	0	0	0
ENSDARG00000004592	711	355	356
ENSDARG00000006567	124	61	63
ENSDARG00000016231	367	207	160
ENSDARG00000016749	83	40	43
ENSDARG00000004227	294	163	131
ENSDARG00000006038	390	195	195
ENSDARG00000045870	761	390	371
ENSDARG00000098551	0	0	0
ENSDARG00000060248	519	256	263
ENSDARG00000017757	948	464	484
ENSDARG00000030598	766	386	380
ENSDARG00000077356	221	178	154
ENSDARG00000097907	5	56	60
ENSDARG00000089860	22	15	11
ENSDARG00000097073	0	5	8
ENSDARG00000039843	210	125	94
ENSDARG00000077654	4	3	1
ENSDARG00000112842	0	0	0
ENSDARG00000070414	1	0	1
ENSDARG00000033296	3	4	1
ENSDARG00000006283	744	350	395
ENSDARG00000045864	6221	3133	3091
ENSDARG00000045863	16	6	10
ENSDARG00000093470	0	0	0
ENSDARG00000105162	35	14	21
ENSDARG00000107526	11	6	5
ENSDARG00000016691	2936	1492	1444
ENSDARG00000101363	35	15	20
ENSDARG00000095042	6	3	3
ENSDARG00000100963	0	0	0
ENSDARG00000115613	0	0	0
ENSDARG00000059043	2	1	1
ENSDARG00000075281	168	84	84
ENSDARG00000023766	2575	1546	1434
ENSDARG00000097286	0	194	211
ENSDARG00000039356	169	93	76
ENSDARG00000059064	412	221	195
ENSDARG00000099725	12	9	7
ENSDARG00000090401	268	129	139
ENSDARG00000063578	19	10	9
ENSDARG00000106466	0	0	0
ENSDARG00000063563	2174	1092	1082
ENSDARG00000039350	295	165	130
ENSDARG00000073963	13	10	3
ENSDARG00000069607	0	0	0
ENSDARG00000059053	1	1	0
ENSDARG00000092677	294	326	295
ENSDARG00000020871	217	229	315
ENSDARG00000039346	1538	703	835
ENSDARG00000101565	0	0	0
ENSDARG00000097044	4	3	1
ENSDARG00000059003	77	45	32
ENSDARG00000039343	1602	848	754
ENSDARG00000039340	655	317	338
ENSDARG00000070408	62	28	34
ENSDARG00000045858	328	165	163
ENSDARG00000045856	3	1	2
ENSDARG00000045854	2	1	1
ENSDARG00000045853	90	45	45
ENSDARG00000045851	6	4	2
ENSDARG00000095324	4	4	0
ENSDARG00000015623	656	322	334
ENSDARG00000030694	2741	1366	1375
ENSDARG00000096037	126	62	64
ENSDARG00000045850	239	130	122
ENSDARG00000015931	207	131	89
ENSDARG00000063481	6	4	2
ENSDARG00000045847	1749	880	869
ENSDARG00000045846	340	183	157
ENSDARG00000045843	1017	511	506
ENSDARG00000045842	327	379	308
ENSDARG00000095332	24	177	207
ENSDARG00000014395	6	3	3
ENSDARG00000045837	107	59	48
ENSDARG00000094254	0	0	0
ENSDARG00000097507	9	4	5
ENSDARG00000095186	0	0	0
ENSDARG00000096986	3	2	1
ENSDARG00000097353	6	4	2
ENSDARG00000110143	5	16	26
ENSDARG00000045836	721	387	353
ENSDARG00000006409	70	45	43
ENSDARG00000045835	2	2	0
ENSDARG00000045834	0	0	0
ENSDARG00000034700	2102	1090	1012
ENSDARG00000024465	933	438	495
ENSDARG00000017355	1	1	0
ENSDARG00000031956	371	200	171
ENSDARG00000070220	2	1	1
ENSDARG00000075956	1	1	0
ENSDARG00000009607	827	451	376
ENSDARG00000054321	1	0	1
ENSDARG00000024654	264	137	127
ENSDARG00000040610	12	8	4
ENSDARG00000003200	297	169	166
ENSDARG00000100253	0	21	17
ENSDARG00000091640	134	77	57
ENSDARG00000073858	214	113	101
ENSDARG00000088078	298	166	132
ENSDARG00000099560	495	290	333
ENSDARG00000087120	21	92	57
ENSDARG00000099280	410	361	332
ENSDARG00000101680	1268	775	776
ENSDARG00000098745	267	138	129
ENSDARG00000074223	972	525	447
ENSDARG00000093020	1	0	1
ENSDARG00000091974	130	70	60
ENSDARG00000005453	36	22	14
ENSDARG00000090468	310	151	159
ENSDARG00000099281	1191	636	555
ENSDARG00000068701	42	22	20
ENSDARG00000097967	0	0	0
ENSDARG00000068705	417	227	190
ENSDARG00000068708	5651	3031	2620
ENSDARG00000024874	862	477	385
ENSDARG00000096138	1	0	1
ENSDARG00000084778	0	0	0
ENSDARG00000107521	0	0	0
ENSDARG00000110906	0	0	0
ENSDARG00000113211	1	1	0
ENSDARG00000102702	41	23	18
ENSDARG00000102461	3	3	0
ENSDARG00000101296	0	0	0
ENSDARG00000099870	22071	11506	10565
ENSDARG00000070314	3406	1881	1525
ENSDARG00000045822	95	55	40
ENSDARG00000105079	18	13	6
ENSDARG00000101254	50	28	23
ENSDARG00000006029	1416	672	744
ENSDARG00000018688	2166	1134	1032
ENSDARG00000112117	0	0	0
ENSDARG00000079470	147	82	65
ENSDARG00000105096	46	28	18
ENSDARG00000104976	190	95	95
ENSDARG00000086740	1700	867	833
ENSDARG00000027799	36	21	15
ENSDARG00000045815	127	70	57
ENSDARG00000078073	709	381	328
ENSDARG00000075025	299	145	154
ENSDARG00000074905	76	31	45
ENSDARG00000026052	134	63	71
ENSDARG00000002663	5329	2642	2687
ENSDARG00000074547	4	1	3
ENSDARG00000076313	0	0	0
ENSDARG00000074613	2	1	1
ENSDARG00000039393	35	22	13
ENSDARG00000039392	4247	2015	2232
ENSDARG00000108662	0	0	0
ENSDARG00000081119	0	0	0
ENSDARG00000079824	3	1	2
ENSDARG00000076014	179	92	87
ENSDARG00000031930	0	0	0
ENSDARG00000109986	0	0	0
ENSDARG00000102464	160	81	79
ENSDARG00000081240	0	0	0
ENSDARG00000045801	1034	506	528
ENSDARG00000096855	1	1	0
ENSDARG00000101849	4792	2267	2528
ENSDARG00000093557	5	0	8
ENSDARG00000103537	202	124	78
ENSDARG00000102020	68	33	35
ENSDARG00000101967	0	0	0
ENSDARG00000088181	9	6	3
ENSDARG00000063097	172	99	73
ENSDARG00000039681	1601	798	803
ENSDARG00000070230	166	94	72
ENSDARG00000077926	127	62	65
ENSDARG00000073881	442	251	191
